x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
A4771,A0,A0,A0,A1,67.0,A1,A2,A2,A2,19.8,1311.3,A1
A4772,A0,A0,A0,A1,13.0,A2,A0,A1,A1,45.55,597.0,A0
A4773,A1,A0,A0,A0,46.0,A0,A0,A1,A0,84.8,3958.85,A1
A4774,A1,A1,A0,A1,9.0,A0,A0,A0,A1,90.1,816.8,A1
A4775,A1,A0,A0,A1,6.0,A1,A2,A2,A2,19.7,129.55,A1
A4776,A0,A0,A1,A0,9.0,A0,A1,A0,A1,102.6,897.75,A1
A4777,A0,A0,A0,A1,59.0,A1,A2,A2,A2,20.2,1192.3,A1
A4778,A1,A0,A0,A1,2.0,A1,A1,A1,A0,55.05,102.75,A0
A4779,A1,A0,A1,A1,9.0,A1,A0,A0,A0,79.75,769.1,A1
A4780,A1,A0,A0,A0,12.0,A1,A0,A0,A0,44.55,480.6,A0
A4781,A0,A0,A0,A1,37.0,A0,A0,A0,A1,91.15,3369.25,A1
A4782,A0,A0,A0,A0,49.0,A0,A0,A1,A1,100.6,5069.65,A0
A4783,A0,A0,A1,A0,32.0,A1,A1,A0,A0,90.8,3023.85,A1
A4784,A0,A0,A0,A1,71.0,A2,A1,A1,A1,53.95,3888.65,A1
A4785,A0,A0,A0,A1,1.0,A1,A2,A2,A2,19.45,19.45,A1
A4786,A1,A0,A0,A1,7.0,A1,A2,A2,A2,20.65,155.9,A1
A4787,A0,A0,A1,A0,69.0,A0,A0,A0,A0,79.2,5420.65,A1
A4788,A0,A0,A0,A1,9.0,A1,A2,A2,A2,19.9,164.6,A1
A4789,A1,A0,A0,A1,1.0,A1,A2,A2,A2,20.2,20.2,A0
A4790,A0,A1,A1,A1,1.0,A2,A0,A0,A0,25.05,25.05,A0
A4791,A1,A1,A0,A1,14.0,A0,A0,A0,A0,74.3,1096.25,A0
A4792,A1,A0,A0,A1,1.0,A1,A1,A0,A0,54.9,54.9,A0
A4793,A1,A1,A1,A1,63.0,A0,A1,A0,A1,103.5,6479.4,A1
A4794,A0,A0,A1,A0,18.0,A1,A2,A2,A2,19.8,342.3,A1
A4795,A0,A0,A0,A1,14.0,A1,A2,A2,A2,20.05,299.3,A1
A4796,A1,A0,A1,A0,51.0,A1,A1,A1,A0,69.75,3562.5,A1
A4797,A0,A0,A0,A1,12.0,A0,A0,A0,A1,94.55,1173.55,A1
A4798,A1,A0,A0,A1,26.0,A2,A0,A1,A1,44.45,1183.8,A1
A4799,A0,A0,A1,A1,72.0,A0,A1,A1,A1,88.7,6301.7,A1
A4800,A1,A0,A0,A0,16.0,A1,A2,A2,A2,19.3,360.35,A1
A4801,A1,A0,A0,A0,19.0,A1,A1,A0,A0,60.6,1297.8,A1
A4802,A1,A0,A0,A1,36.0,A0,A1,A0,A1,104.8,3886.45,A1
A4803,,A0,A1,A1,22.0,A0,A0,A1,A1,79.2,1742.75,A0
A4804,A1,A1,A0,A1,1.0,A1,A0,A0,A0,70.15,70.15,A0
A4805,A0,A1,A0,A1,50.0,A0,A0,A0,A1,95.7,4816.7,A0
A4806,A1,A0,A1,A0,8.0,A1,A2,A2,A2,19.8,160.05,A1
A4807,A1,A1,A0,A1,26.0,A0,A0,A1,,66.05,1652.4,A1
A4808,,A1,A0,A1,56.0,A0,A1,A0,A1,104.75,5841.35,A1
A4809,,A0,A0,A1,33.0,A1,A1,A1,A0,79.95,2684.85,A1
A4810,,A0,A1,A1,64.0,A1,A2,A2,A2,19.45,1225.65,A1
A4811,,A0,A1,A0,34.0,A2,A0,A1,A1,61.25,1993.2,A1
A4812,A1,A0,A0,A1,3.0,A0,A0,A0,A0,50.65,151.3,A0
A4813,A1,A0,A1,A0,52.0,A0,A2,A2,A2,25.05,1270.25,A1
A4814,A1,A0,A1,A0,7.0,A1,A1,A1,A1,75.7,554.05,A1
A4815,A0,A0,A1,A1,71.0,A1,A1,A1,,105.25,7291.75,A1
A4816,A1,A0,A1,A0,72.0,A1,A1,A1,A1,83.7,6096.9,A1
A4817,A0,A0,A0,A1,24.0,A1,A0,A1,A0,54.95,1348.5,A1
A4818,A1,A1,A0,A1,50.0,A0,A1,A0,A0,83.4,4113.7,A1
A4819,A1,A1,A0,A1,10.0,A1,A0,A0,A0,84.6,865.55,A0
A4820,A0,A0,A1,A0,72.0,A0,A1,A1,A1,112.6,8126.65,A1
A4821,A0,A0,A1,A0,1.0,A1,A0,A0,A0,70.0,70.0,A0
A4822,A1,A0,A0,A0,1.0,A0,A2,A2,A2,24.0,24.0,A1
A4823,A0,A0,A0,A1,9.0,A1,A2,A2,A2,19.7,180.7,A1
A4824,A1,A0,A1,A0,72.0,A0,A1,A1,,74.55,5430.65,A1
A4825,,A0,A0,A1,5.0,A1,A2,A2,A2,19.85,108.05,A0
A4826,A1,A0,A1,A1,53.0,A0,A1,A1,A1,111.8,5809.75,A1
A4827,A0,A0,A1,A0,45.0,A0,A1,A0,A0,95.95,4456.65,A1
A4828,A0,A0,A1,A1,70.0,A1,A1,A1,A0,67.95,4664.15,A1
A4829,A0,A1,A0,A1,3.0,A0,A0,A0,,76.05,231.8,A0
A4830,A0,A0,A0,A0,31.0,A2,A0,A0,A0,25.0,789.2,A1
A4831,A1,A0,A0,A1,6.0,A0,A1,A1,A1,109.9,669.45,A0
A4832,,A0,A0,A1,1.0,A1,A0,A0,A0,69.85,69.85,A0
A4833,,A1,A1,A1,65.0,A0,A1,A0,A1,103.15,6792.45,A1
A4834,,A0,A0,A1,1.0,A1,A2,A2,,20.2,20.2,A1
A4835,A0,A0,A0,A1,31.0,A0,A0,A1,A0,81.7,2548.65,A1
A4836,A1,A0,A0,A1,60.0,A1,A0,A1,A1,104.95,6236.75,A1
A4837,A1,A0,A0,A1,71.0,A0,A1,A1,A1,111.25,7984.15,A1
A4838,A1,A0,A1,A0,67.0,A1,A2,A2,A2,19.25,1372.9,A1
A4839,A1,A1,A0,A1,9.0,A0,A0,A0,A0,74.55,622.9,A0
A4840,A0,A0,A1,A0,65.0,A0,A1,A1,A0,94.55,6078.75,A1
A4841,A1,A0,A0,A1,16.0,A0,A0,A0,A0,88.45,1422.1,A0
A4842,A1,A0,A1,A0,63.0,A0,A1,A0,A1,100.55,6215.35,A0
A4843,A1,A0,A0,A1,18.0,A1,A1,A0,A0,77.8,1358.6,A1
A4844,A0,A0,A1,unknown,13.0,A1,A0,A0,A1,64.75,877.35,A1
A4845,A1,A0,A0,A1,2.0,A0,A0,A0,A0,75.9,143.35,A0
A4846,A1,A0,A1,A1,69.0,A0,A1,A1,A1,116.0,8182.85,A1
A4847,A1,A0,A0,A1,3.0,A1,A2,A2,A2,19.55,61.05,A1
A4848,A1,A0,A0,A1,25.0,A2,A1,A0,A1,61.05,1540.2,A1
A4849,A0,A0,A1,A0,42.0,A1,A2,A2,A2,20.7,828.85,A1
A4850,A1,A0,A1,A0,68.0,A0,A1,A0,A1,73.0,5163.0,A1
A4851,,A1,A0,A1,24.0,A0,A1,A0,A0,80.5,2088.45,A1
A4852,A0,A1,A1,A1,1.0,A0,A0,A0,A0,73.55,73.55,A0
A4853,A1,A0,A1,A0,33.0,A0,A2,A2,A2,24.5,740.3,A0
A4854,A0,A0,A1,A0,48.0,A0,A2,A2,A2,23.55,1173.35,A1
A4855,A1,A1,A1,A1,66.0,A2,A1,A0,A1,45.55,3027.25,A1
A4856,A0,A0,A0,A0,39.0,A2,A0,A1,A1,45.05,1790.6,A1
A4857,A1,A0,A1,A0,,A2,A1,A0,A1,49.75,3069.45,A1
A4858,A0,A1,A0,A1,51.0,A0,A0,A0,A1,97.8,4913.3,A0
A4859,A1,A1,A0,A0,1.0,A1,A0,A0,A0,71.0,71.0,A0
A4860,A1,A0,A1,A1,72.0,A2,A1,A0,A0,49.2,3580.95,A1
A4861,A1,A0,A1,A0,9.0,A1,A0,A0,A0,48.6,422.3,A1
A4862,A0,A0,A1,A0,4.0,A0,A2,A2,A2,24.1,73.1,A1
A4863,A0,A0,A0,A0,0.0,A1,A2,A2,A2,20.25,0.0,A1
A4864,A0,A1,A0,A1,2.0,A1,A0,A0,A0,49.25,91.1,A0
A4865,A1,A1,A1,A1,70.0,A0,A1,A1,A1,113.0,7987.6,A1
A4866,A0,A0,A1,A1,72.0,A0,A2,A2,A2,25.85,1872.2,A1
A4867,A0,A0,A1,A1,53.0,A1,A2,A2,A2,19.9,1110.05,A1
A4868,A1,A0,A1,A1,2.0,A1,A0,A0,A0,62.15,113.1,A1
A4869,A0,A0,A1,A0,8.0,A1,A2,A2,A2,19.35,152.6,A1
A4870,A0,A0,A1,A0,38.0,A0,A2,A2,A2,25.05,963.95,A1
A4871,A1,A0,A1,A0,49.0,A0,A1,A0,A1,98.35,4889.2,A1
A4872,A0,A0,A0,A1,37.0,A0,A0,A1,A1,98.8,3475.55,A0
A4873,A1,A0,A0,A1,3.0,A0,A0,A1,A1,64.6,174.2,A1
A4874,A0,A0,A0,A1,21.0,A2,A1,A1,A0,36.0,780.15,A1
A4875,A0,A0,A0,A1,19.0,A1,A2,A2,A2,19.65,358.15,A1
A4876,A0,A0,A0,A1,18.0,A0,A0,A0,A1,89.6,1633.0,A1
A4877,A0,A0,A0,A1,10.0,A1,A2,A2,A2,19.75,208.25,A1
A4878,A0,A0,A1,A1,59.0,A1,A1,A0,A1,66.4,3958.2,A1
A4879,A0,A0,A0,A1,29.0,A1,A0,A1,A1,75.35,2243.9,A1
A4880,A1,A0,A1,A1,72.0,A2,A1,A0,,54.2,3937.45,A0
A4881,A1,A0,A1,A0,70.0,A0,A1,A1,A1,79.7,5743.3,A1
A4882,A0,A0,A1,A0,52.0,A1,A1,A0,A1,79.2,4016.3,A1
A4883,A1,A1,A0,A1,20.0,A0,A1,A0,A0,94.1,1782.4,A0
A4884,A1,A0,A1,A0,6.0,A1,A2,A2,A2,19.85,119.3,A1
A4885,A1,A0,A0,A1,34.0,A0,A1,A1,A0,64.4,2088.75,A0
A4886,,A0,A0,A0,4.0,A1,A2,A2,,20.05,85.5,A1
A4887,A0,A0,A1,A0,19.0,A2,A1,A0,A0,34.95,610.2,A1
A4888,A1,A0,A1,A1,48.0,A0,A0,A1,A0,69.55,3435.6,A1
A4889,,A0,A0,A1,35.0,A1,A2,A2,A2,19.15,638.0,A1
A4890,A1,A0,A0,A1,4.0,A1,A0,A0,A0,70.05,266.9,A0
A4891,A0,A0,A0,A0,8.0,A1,A2,A2,A2,19.45,159.2,A1
A4892,A1,A0,A0,A1,15.0,A1,A2,A2,A2,19.9,320.45,A1
A4893,A1,A1,A1,A1,18.0,A2,A0,A0,,48.35,810.7,A0
A4894,A1,A0,A1,A0,65.0,A0,A2,A2,,25.3,1748.55,A1
A4895,A1,A0,A0,A1,62.0,A1,A0,A1,A0,65.1,3846.75,A1
A4896,A1,A0,A0,A1,51.0,A2,A1,A0,A1,56.4,2928.5,A1
A4897,A0,A0,A0,A1,54.0,A0,A0,A0,A0,89.4,4869.5,A1
A4898,A1,A0,A1,A1,16.0,A1,A2,A2,A2,19.6,314.45,A1
A4899,A0,A0,A1,A1,22.0,A1,A0,A0,A1,87.0,1850.65,A1
A4900,A0,A0,A0,A1,3.0,A1,A0,A1,A1,88.35,262.05,A0
A4901,A1,A0,A0,A1,3.0,A2,A0,A0,,25.25,58.9,A0
A4902,A0,A0,A1,A0,23.0,A1,A0,A1,A1,99.85,2331.3,A0
A4903,A0,A1,A0,A1,1.0,A1,A0,A1,A0,74.7,74.7,A1
A4904,A0,A0,A0,A1,9.0,A1,A0,A0,A0,70.05,657.5,A1
A4905,A1,A0,A1,A1,42.0,A0,A0,A1,A0,85.9,3729.75,A1
A4906,A1,A0,A1,A1,71.0,A0,A2,A2,A2,25.6,1888.25,A1
A4907,A0,A0,A0,A1,8.0,A1,A0,A0,A0,70.1,551.35,A0
A4908,A1,A0,A1,A0,64.0,A1,A2,A2,A2,19.8,1336.65,A1
A4909,A1,A0,A1,A1,72.0,A0,A2,A2,A2,24.85,1871.85,A1
A4910,A1,A0,A0,A1,30.0,A1,A1,A1,A1,85.35,2530.4,A0
A4911,A0,A0,A1,A0,72.0,A1,A2,A2,A2,19.95,1322.85,A1
A4912,A0,A0,A0,A1,23.0,A1,A0,A0,A1,64.9,1509.8,A1
A4913,A1,A0,A1,A1,27.0,A1,A0,A1,A1,101.9,2681.15,A1
A4914,A0,A0,A0,A1,7.0,A0,A0,A0,A1,93.85,635.6,A0
A4915,,A1,A0,A1,67.0,A1,A1,A1,A1,105.05,7171.7,A1
A4916,A1,A0,A1,A1,25.0,A0,A0,A1,A1,104.95,2566.5,A0
A4917,A1,A0,A1,A1,72.0,A0,A1,A1,A0,97.0,7104.2,A1
A4918,A1,A0,A1,A0,61.0,A2,A1,A1,A0,50.7,3088.75,A1
A4919,A1,A0,A0,A1,14.0,A1,A1,A0,A0,51.45,727.85,A1
A4920,A1,A1,A1,A1,70.0,A0,A0,A0,A0,75.65,5411.4,A1
A4921,A0,A0,A1,A0,2.0,A1,A0,A1,A0,90.0,190.05,A0
A4922,A1,A0,A0,A1,10.0,A1,A2,A2,A2,20.55,187.35,A1
A4923,A0,A0,A1,A0,64.0,A1,A1,A0,A0,81.05,5135.35,A1
A4924,A1,A0,A0,A1,34.0,A1,A1,A0,A0,73.95,2524.45,A0
A4925,A0,A0,A1,A0,68.0,A2,A1,A0,A1,44.8,2983.65,A1
A4926,A0,A1,A1,A1,72.0,A0,A1,A0,A1,84.1,5981.65,A1
A4927,A0,A0,A0,A1,1.0,A1,A1,A0,A0,50.65,50.65,A0
A4928,,A0,A0,A1,57.0,A2,A1,A0,A1,39.3,2111.45,A0
A4929,A1,A0,A1,A0,23.0,A0,A1,A1,A1,69.5,1652.1,A1
A4930,A1,A0,A1,A0,64.0,A2,A1,A1,A0,49.85,3210.35,A1
A4931,A0,A0,A0,A1,35.0,A0,A0,A0,A0,55.25,1924.1,A1
A4932,,A0,A0,A1,26.0,A1,A1,A0,A1,89.8,2335.3,A0
A4933,A0,A0,A0,A1,14.0,A1,A0,A0,A1,92.9,1337.45,A1
A4934,A1,A0,A1,A0,72.0,A0,A2,A2,A2,23.3,1623.15,A1
A4935,A0,A0,A0,A1,37.0,A1,A2,A2,A2,20.15,785.75,A1
A4936,A1,A0,A1,A1,15.0,A1,A1,A0,A0,75.35,1114.55,A1
A4937,A1,A1,A0,A1,63.0,A0,A0,A0,A0,89.6,5538.8,A1
A4938,A1,A1,A1,A1,34.0,A0,A1,A0,A0,94.25,3217.55,A0
A4939,A1,A0,A1,A0,3.0,A1,A2,A2,A2,19.1,52.0,A1
A4940,A0,A0,A0,A1,9.0,A1,A0,A0,A0,44.95,431.0,A0
A4941,A1,A0,A0,A1,29.0,A0,A0,A0,A0,66.1,1912.15,A1
A4942,A1,A0,A1,A0,63.0,A1,A0,A0,,50.65,3221.25,A1
A4943,A0,A0,A0,A1,2.0,A1,A0,A0,A0,69.8,134.7,A0
A4944,A0,A0,A0,A1,9.0,A1,A2,A2,A2,18.95,185.6,A0
A4945,A0,A0,A1,A1,61.0,A0,A1,A0,A1,79.8,4914.8,A1
A4946,A0,A0,A0,A1,17.0,A1,A0,A0,A1,93.85,1625.65,A0
A4947,A1,A0,A0,A0,18.0,A1,A2,A2,A2,20.15,390.85,A0
A4948,A1,A0,A0,A1,5.0,A1,A0,A1,A1,64.35,352.65,A1
A4949,A0,A0,A1,A1,36.0,A0,A0,A0,A1,95.4,3474.2,A1
A4950,A1,A0,A0,A0,37.0,A1,A2,A2,A2,20.3,755.4,A1
A4951,A1,A0,A0,A1,1.0,A1,A1,A0,A0,75.8,75.8,A0
A4952,A1,A0,A1,A0,13.0,A1,A0,A0,A0,63.15,816.8,A1
A4953,A0,A1,A1,A1,28.0,A0,A1,A1,A1,105.8,2998.0,A1
A4954,A0,A0,A1,A1,4.0,A0,A0,A0,A0,74.65,301.4,A0
A4955,A0,A0,A0,A0,6.0,A1,A2,A2,A2,19.55,128.6,A1
A4956,A1,A1,A1,A1,47.0,A0,A0,A0,A0,80.35,3825.85,A0
A4957,A1,A0,A0,A1,3.0,A1,A0,A1,A0,80.1,217.55,A0
A4958,A1,A0,A1,A0,,A1,A0,A1,A1,75.35,5437.75,A1
A4959,A1,A0,A1,A0,,A2,A0,A0,A0,24.85,434.8,A1
A4960,A1,A0,A0,A1,67.0,A0,A1,A0,A1,102.95,6886.25,A0
A4961,A0,A0,A1,A0,12.0,A1,A2,A2,A2,21.15,306.05,A1
A4962,A1,A0,A0,A1,1.0,A1,A0,A0,A0,70.3,70.3,A0
A4963,A0,A0,A0,A1,24.0,A0,A1,A0,A0,84.85,2048.8,A1
A4964,,A1,A0,A1,56.0,A0,A1,A0,A1,110.5,6139.5,A1
A4965,A0,A1,A0,A1,1.0,A2,A0,A0,A0,39.65,39.65,A0
A4966,A1,A0,A1,A0,33.0,A1,A2,A2,A2,19.8,641.35,A1
A4967,A0,A0,A1,A0,51.0,A1,A2,A2,A2,19.4,997.75,A1
A4968,A0,A0,A0,A0,25.0,A1,A2,A2,A2,20.8,460.2,A1
A4969,,A0,A0,A1,22.0,A1,A2,A2,A2,20.85,450.65,A1
A4970,A0,A0,A0,A1,13.0,A1,A2,A2,A2,20.4,251.65,A1
A4971,A1,A0,A1,A1,26.0,A0,A2,A2,A2,26.0,684.05,A1
A4972,A0,A0,A1,A0,22.0,A0,A0,A1,A1,78.65,1663.75,A1
A4973,A0,A1,A1,A1,30.0,A0,A0,A0,A1,74.85,2181.75,A1
A4974,A1,A0,A0,A0,2.0,A1,A1,A0,A0,51.55,106.2,A1
A4975,A0,A0,A1,A1,23.0,A1,A0,A0,A0,59.95,1406.0,A1
A4976,A1,A0,A1,A0,58.0,A0,A2,A2,A2,24.5,1497.9,A1
A4977,A1,A0,A0,A1,63.0,A0,A1,A0,A1,108.25,6780.1,A1
A4978,,A0,A0,A1,1.0,A1,A2,A2,A2,20.0,20.0,A1
A4979,A0,A0,A1,A0,40.0,A0,A0,A0,A1,74.55,3015.75,A1
A4980,A0,A0,A0,A1,1.0,A1,A0,A0,A0,80.85,80.85,A0
A4981,A1,A0,A1,A0,17.0,A0,A0,A1,,61.95,1070.7,A1
A4982,A1,A0,A1,A1,13.0,A2,A0,A0,A1,48.75,633.4,A0
A4983,A0,A0,A1,A0,44.0,A1,A2,A2,A2,20.6,926.0,A1
A4984,A1,A0,A0,A1,,A1,A0,A0,A0,81.95,81.95,A0
A4985,A1,A0,A0,A1,2.0,A2,A0,A1,A0,30.9,59.05,A0
A4986,A1,A0,A0,A1,12.0,A1,A2,A2,A2,20.3,246.7,A1
A4987,A1,A0,A0,A0,11.0,A2,A0,A1,A0,36.05,402.6,A1
A4988,,A0,A1,A0,50.0,A1,A1,A1,A1,103.4,5236.4,A1
A4989,A0,A0,A1,A1,67.0,A1,A1,A0,,100.9,6733.15,A1
A4990,A0,A0,A1,A1,72.0,A0,A1,A1,A1,89.05,6254.45,A1
A4991,A0,A0,A1,A0,9.0,A1,A1,A1,A1,101.5,906.85,A1
A4992,A1,A0,A0,A0,46.0,A1,A1,A1,A1,105.2,4822.85,A0
A4993,A0,A0,A1,A0,31.0,A0,A0,A0,A1,98.05,3082.1,A1
A4994,A1,A0,A1,A0,25.0,A0,A0,A0,A0,89.1,2368.4,A0
A4995,A1,A1,A1,A1,71.0,A1,A1,A0,A1,99.2,7213.75,A1
A4996,A0,A0,A1,A0,13.0,A1,A0,A0,A0,84.05,1095.3,A0
A4997,A1,A0,A0,A1,12.0,A0,A0,A0,A1,100.15,1164.3,A0
A4998,A0,A0,A0,A1,54.0,A1,A2,A2,A2,19.65,1008.7,A1
A4999,A1,A1,A0,A1,25.0,A0,A1,A0,A0,89.7,2187.55,A0
A5000,,A0,A0,A1,1.0,A1,A2,A2,A2,20.15,20.15,A0
A5001,A1,A0,A1,A1,16.0,A1,A1,A0,A1,94.65,1461.15,A1
A5002,A0,A0,A0,A1,29.0,A0,A1,A0,A0,70.9,1964.6,A1
A5003,A0,A0,A1,A1,51.0,A0,A0,A0,A1,94.65,4812.75,A0
A5004,A1,A0,A1,A0,20.0,A0,A0,A1,A0,95.5,1916.2,A1
A5005,A1,A0,A0,A1,1.0,A1,A0,A0,A0,69.7,69.7,A0
A5006,A0,A0,A1,A0,45.0,A1,A2,A2,A2,20.35,929.2,A1
A5007,A1,A0,A0,A1,6.0,A1,A0,A1,A0,49.65,267.35,A0
A5008,A1,A0,A0,A0,8.0,A1,A2,A2,A2,19.95,170.9,A1
A5009,A0,A0,A0,A1,31.0,A0,A1,A1,A1,71.05,2168.15,A1
A5010,A0,A0,A0,A0,39.0,A2,A0,A1,A1,54.85,2191.7,A1
A5011,A0,A0,A0,A1,52.0,A2,A1,A0,A0,30.1,1623.4,A1
A5012,A0,A0,A0,A1,24.0,A0,A1,A0,A1,99.65,2404.85,A1
A5013,A1,A0,A1,A1,24.0,A1,A1,A0,A1,69.45,1614.05,A1
A5014,A1,A0,A1,A0,72.0,A2,A1,A1,A1,64.45,4528.0,A1
A5015,A0,A1,A1,A0,71.0,A0,A1,A1,A0,72.9,5139.65,A1
A5016,A0,A1,A1,A1,54.0,A0,A1,A1,A1,110.45,6077.75,A1
A5017,,A1,A0,A1,7.0,A1,A0,A0,A1,89.15,574.35,A1
A5018,A1,A1,A0,A1,1.0,A2,A0,A0,A0,25.05,25.05,A0
A5019,A0,A0,A0,A1,62.0,A0,A0,A0,A1,96.75,6125.4,A0
A5020,A1,A0,A1,A0,72.0,A0,A2,A2,A2,24.25,1784.5,A1
A5021,A0,A0,A0,A1,3.0,A1,A0,A1,A0,50.25,152.3,A1
A5022,A0,A0,A1,A1,64.0,A0,A1,A1,A1,105.25,6823.4,A1
A5023,A0,A0,A1,A0,66.0,A0,A2,A2,A2,25.3,1672.35,A1
A5024,A1,A0,A0,A1,40.0,A1,A1,A0,A1,65.1,2586.0,A1
A5025,A1,A0,A1,A1,59.0,A0,A1,A0,A1,101.1,6039.9,A0
A5026,A0,A0,A0,A1,26.0,A2,A0,A1,A0,35.75,1022.5,A1
A5027,A0,A0,A1,A1,4.0,A0,A1,A0,A1,100.2,420.2,A0
A5028,A1,A1,A1,A1,72.0,A0,A1,A0,A1,105.75,7629.85,A1
A5029,A1,A0,A0,A1,2.0,A2,A0,A0,A1,45.25,85.5,A0
A5030,A0,A0,A0,A1,12.0,A1,A1,A1,A0,53.75,648.65,A1
A5031,A1,A0,A0,A1,62.0,A0,A0,A0,A1,94.0,5757.2,A1
A5032,A0,A0,A1,A1,12.0,A1,A0,A1,A0,80.85,866.45,A0
A5033,A1,A0,A1,A0,49.0,A1,A1,A0,A1,78.0,3824.2,A1
A5034,A0,A0,A0,A1,63.0,A0,A1,A1,A1,105.4,6713.2,A1
A5035,A1,A0,A0,A1,7.0,A1,A0,A0,A1,79.7,586.05,A0
A5036,A0,A0,A0,A0,60.0,A0,A0,A1,A1,84.95,4984.85,A1
A5037,A1,A0,A0,A1,13.0,A1,A0,A0,A0,70.15,886.7,A1
A5038,,A0,A1,A1,71.0,A0,A1,A0,A1,99.0,6994.6,A1
A5039,A0,A0,A1,A0,12.0,A1,A2,A2,A2,20.5,255.5,A1
A5040,A0,A0,A1,A1,71.0,A0,A1,A1,A0,80.1,5585.4,A1
A5041,A1,A0,A0,A1,60.0,A1,A1,A1,A1,70.15,4224.7,A1
A5042,A0,A1,A0,A1,57.0,A1,A0,A1,A0,53.5,3035.8,A1
A5043,A1,A0,A0,A1,5.0,A0,A0,A0,A0,75.6,402.5,A1
A5044,A1,A0,A0,A1,8.0,A1,A2,A2,A2,20.2,140.95,A1
A5045,A0,A0,A0,A1,26.0,A1,A2,A2,A2,20.3,511.25,A1
A5046,A1,A0,A1,A0,65.0,A0,A1,A1,A1,110.8,7245.9,A1
A5047,A0,A0,A0,A0,,A2,A0,A0,A0,25.5,215.2,A0
A5048,A0,A0,A1,A0,63.0,A0,A2,A2,A2,24.65,1574.5,A1
A5049,A0,A0,A1,A1,43.0,A0,A1,A1,,66.25,2907.35,A1
A5050,A1,A0,A1,A1,21.0,A1,A0,A1,A0,79.2,1742.45,A1
A5051,A1,A1,A1,A0,61.0,A0,A0,A0,A1,65.2,3965.05,A1
A5052,A1,A0,A0,A1,39.0,A2,A0,A0,A1,50.75,2011.4,A0
A5053,A0,A0,A0,A1,1.0,A1,A0,A0,A0,50.5,50.5,A0
A5054,A0,A0,A1,A0,10.0,A2,A1,A1,A0,53.7,521.0,A1
A5055,A0,A0,A0,A1,5.0,A1,A2,A2,A2,20.25,109.8,A1
A5056,A1,A0,A0,A1,43.0,A0,A1,A1,A1,85.1,3662.25,A1
A5057,A0,A0,A0,A0,1.0,A0,A0,A0,A0,74.35,74.35,A0
A5058,A1,A0,A1,A0,20.0,A0,A1,A0,,105.85,2239.65,A0
A5059,A1,A0,A0,A1,2.0,A1,A0,A0,,79.75,164.5,A0
A5060,A0,A0,A0,A1,24.0,A1,A0,A0,A0,49.55,1210.4,A0
A5061,A1,A0,A0,A1,6.0,A1,A0,A0,A1,89.3,577.6,A0
A5062,A0,A0,A0,A1,3.0,A1,A2,A2,A2,20.5,76.95,A1
A5063,A1,A0,A1,A0,72.0,A0,A1,A0,A1,109.7,8129.3,A1
A5064,A1,A0,A0,A1,25.0,A1,A2,A2,A2,19.2,532.1,A1
A5065,A0,A0,A1,A1,6.0,A0,A2,A2,A2,25.1,171.0,A1
A5066,A0,A0,A0,A0,,A0,A2,A2,A2,26.35,184.05,A1
A5067,A0,A0,A0,A1,7.0,A0,A0,A0,A0,86.8,620.35,A0
A5068,A1,A1,A0,A1,15.0,A1,A1,A0,A0,75.3,1147.45,A0
A5069,A0,A0,A1,A0,9.0,A1,A1,A1,A0,54.8,452.8,A1
A5070,A1,A0,A0,A1,2.0,A1,A2,A2,A2,19.4,61.05,A1
A5071,A0,A0,A0,A0,2.0,A1,A2,A2,A2,19.25,48.35,A1
A5072,,A0,A1,A1,30.0,A1,A2,A2,A2,19.8,576.65,A1
A5073,A1,A0,A1,A1,72.0,A0,A1,A1,A1,91.15,6637.9,A1
A5074,A1,A0,A1,A1,5.0,A1,A0,A0,A0,68.95,351.5,A1
A5075,A0,A0,A0,A1,17.0,A1,A2,A2,A2,19.15,343.45,A1
A5076,A0,A0,A0,A1,27.0,A1,A0,A1,,81.7,2212.55,A1
A5077,A1,A0,A1,A1,72.0,A0,A2,A2,A2,25.25,1841.2,A1
A5078,A0,A1,A1,A1,14.0,A0,A0,A0,A0,75.1,1013.35,A1
A5079,A0,A0,A0,A0,27.0,A0,A0,A1,A0,79.5,2180.55,A0
A5080,A0,A0,A0,A1,39.0,A0,A0,A0,A0,75.25,3017.65,A0
A5081,A0,A0,A1,A0,41.0,A1,A1,A0,A0,60.3,2511.3,A1
A5082,A0,A0,A1,A0,72.0,A0,A2,A2,A2,25.1,1790.8,A1
A5083,A0,A1,A0,A1,39.0,A0,A0,A0,A1,95.65,3759.05,A0
A5084,A1,A0,A0,A1,24.0,A0,A0,A0,A1,98.75,2407.3,A0
A5085,A0,A1,A1,A1,71.0,A0,A2,A2,A2,24.85,1901.0,A1
A5086,A1,A0,A0,A1,28.0,A2,A0,A1,A0,35.75,961.4,A1
A5087,A0,A0,A0,A1,10.0,A0,A1,A0,A0,79.85,797.25,A1
A5088,A0,A0,A0,A1,1.0,A0,A2,A2,,24.05,24.05,A0
A5089,A1,A0,A1,A1,71.0,A2,A1,A1,A0,47.6,3377.8,A1
A5090,A1,A0,A0,A1,60.0,A0,A0,A1,A1,80.55,4847.05,A1
A5091,,A0,A0,A1,22.0,A2,A0,A0,A1,50.6,1073.3,A1
A5092,A0,A0,A1,A0,5.0,A1,A2,A2,A2,19.45,86.05,A1
